accessory,https://arablocal.com/business/view/ali-abdallah-alesayi-est,2026-04-14 23:22:34,132140,Ali Abdallah Alesayi Est,+966 6317751,,,,,"P.O. Box: 162 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 162,Makkah Province,Saudi Arabia,"ALI ABDALLAH AL-ESAYI EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,,
accessory,https://arablocal.com/business/view/alkabli-co-ltd,2026-04-14 23:22:35,132140,Alkabli Co Ltd,+966 6686000,,,,,"P.O. Box: 3311 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3311,Makkah Province,Saudi Arabia,"AL-KABLI CO. LTD. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,,
accomodation,https://arablocal.com/business/view/al-sultan-dammam,2026-04-14 23:22:35,132140,Al Sultan Dammam,+966 138159999,,,,,"Dammam Jubail Highway, Al Waha Dist., Dammam, Al Waha Dist., Dammam, Eastern Province, Saudi Arabia",Dammam Jubail Highway,Eastern Province,Saudi Arabia,Al Sultan Dammam,,,,
accessory,https://arablocal.com/business/view/alsawani-group-branch,2026-04-14 23:22:36,132140,Alsawani Group Branch,+966 6912612,,,,,"P.O. Box: 6411 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 6411,Makkah Province,Saudi Arabia,"AL-SAWANI GROUP (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,,
accomodation,https://arablocal.com/business/view/address-tower-hotel,2026-04-14 23:22:36,132140,Address Tower Hotel,+966 133621002,,,,,"Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail,Eastern Province,Saudi Arabia,Address Tower Hotel,,,,
accomodation,https://arablocal.com/business/view/portable-house-factory,2026-04-14 23:22:36,132140,PORTABLE HOUSE FACTORY,+966 540009766,+966 138300571,,,,"Safwa, Ras Tanurah, Safwa, Ras Tanurah, Eastern Province, Saudi Arabia",Safwa,Eastern Province,Saudi Arabia,PORTABLE HOUSE FACTORY,,,,
accomodation,https://arablocal.com/business/view/hassan-darian-factory-for-prefab-house-quwaiza-quarter-jeddah,2026-04-14 23:22:37,132140,Hassan Darian Factory For Prefab House Quwaiza Quarter Jeddah,+966 126246031,,,,,"Quwaiza Quarter, Jeddah, Quwaiza Quarter, Jeddah, Makkah Province, Saudi Arabia",Quwaiza Quarter,Makkah Province,Saudi Arabia,"Manufacturing of prefabricated houses (workers' housing, offices). We have several designs according to finishes & possibility of insurance inside & outside the Kingdom. Renting heavy equipment,",,,,
accomodation,https://arablocal.com/business/view/bader-trading-est-for-ready-made-houses,2026-04-14 23:22:38,132140,Bader Trading Est. For Ready Made Houses,+966 565712624,+966 126832245,,,,"Sari Street, Rabwa Dist., Jeddah, Rabwa Dist., Jeddah, Makkah Province, Saudi Arabia",Sari Street,Makkah Province,Saudi Arabia,Bader Trading Est. For Ready Made Houses,,,,
accomodation,https://arablocal.com/business/view/al-hout-al-khaliji-portables-factory,2026-04-14 23:22:38,132140,Al Hout Al Khaliji Portables Factory,+966 138375171,,,,,"Abo Hadryha Road, Dammam, Abo Hadryha Road, Dammam, Eastern Province, Saudi Arabia",Abo Hadryha Road,Eastern Province,Saudi Arabia,Al Hout Al Khaliji Portables Factory,,,,
accomodation,https://arablocal.com/business/view/red-sea-housing-services-company-jubail,2026-04-14 23:22:39,132140,Red Sea Housing Services Company Jubail,+966 133614490,,,,,"Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail,Eastern Province,Saudi Arabia,Red Sea Housing Services Company Jubail,,,,
accomodation,https://arablocal.com/business/view/usaimi-factory-for-caravan-mobile-homes,2026-04-14 23:22:39,132140,Usaimi factory for Caravan Mobile Homes,+966 507514767,,,,,"Al Sulay Dist., Riyadh, Al Sulay Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Sulay Dist.,Riyadh Province,Saudi Arabia,Usaimi factory for Caravan Mobile Homes,,,,
accomodation,https://arablocal.com/business/view/khalid-m-al-dagoor-est-for-general-contracting,2026-04-14 23:22:40,132140,Khalid M. Al Dagoor Est. for General Contracting,+966 544665658,,,,,"Al Rawabei Dist., Riyadh, Al Rawabei Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Rawabei Dist.,Riyadh Province,Saudi Arabia,"Khaled Mohammed Al - Dagoor Khalid Al-Daqour Establishment is one of the leading companies in the field of metal constructions in the Kingdom of Saudi Arabia. Al-Dakoor Contracting Company started its operations in 1976 and gained a distinguished reputation in the implementation of contracting at the level of high technology. Such as offices of the site and accommodation camp for construction companies and buildings of schools, hospitals, villas, mosques, ablution, security and laundry cabin,...",,,,
accomodation,https://arablocal.com/business/view/abu-khamis-caravans-factory,2026-04-14 23:22:41,132140,Abu Khamis Caravans Factory,+966 112421898,,,,,"Exit 17, Al Sulay Dist., Riyadh, Al Sulay Dist., Riyadh, Riyadh Province, Saudi Arabia",Exit 17,Riyadh Province,Saudi Arabia,Abu Khamis Caravans Factory,,,,
accounting,https://arablocal.com/business/view/adam-innovations,2026-04-14 23:22:41,132140,ADAM INNOVATIONS,+966 565714701,,,,info@adaminnovations.in,"Musaffah Industrial m11 Abu Dhabi, Al Bawadei Dist., Jeddah, Makkah Province, Saudi Arabia",Musaffah Industrial m11 Abu Dhabi,Makkah Province,Saudi Arabia,Adam Innovations proffer you a superior creative blender of digital marketing solutions that oversee your business in the digital space. It bestows us the responsibility of your brand's Digital Marketing and witnesses the clear uptick in your popularity & business.,http://www.adaminnovations.in,,,
accounting,https://arablocal.com/business/view/al-wallan-for-technology,2026-04-14 23:22:41,132140,Al Wallan For Technology,+966 163233434,,,,,"Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Buraida,Qassim Province,Saudi Arabia,Al Wallan For Technology,,,,
accounting,https://arablocal.com/business/view/bmg-financial-group,2026-04-14 23:22:42,132140,BMG Financial Group,+966 126681777,,,,,"5th Floor, Al Mukmal Plaza, Palestine Street, Al Hamrah Dist, Jeddah, Al Hamrah Dist, Jeddah, Makkah Province, Saudi Arabia",5th Floor,Makkah Province,Saudi Arabia,BMG Financial Group,,,,
accounting,https://arablocal.com/business/view/al-ghanim-certified-public-accountants,2026-04-14 23:22:43,132140,Al Ghanim Certified Public Accountants,+966 138098386,,,,,"Bank Al Bilad Building, Corniche, Dammam, Corniche, Dammam, Eastern Province, Saudi Arabia",Bank Al Bilad Building,Eastern Province,Saudi Arabia,Al Ghanim Certified Public Accountants,,,,
accounting,https://arablocal.com/business/view/gauge-professional-co,2026-04-14 23:22:43,132140,GAUGE Professional Co,+966 555821369,,,,,"Riyadh City, Riyadh, Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,GAUGE Professional Co,,,,
accessory,https://arablocal.com/business/view/bakraman-trading-est,2026-04-14 23:22:44,132140,Bakraman Trading Est,+966 26483650,,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"BAKRAMAN TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,,
accomodation,https://arablocal.com/business/view/aban-for-hotel-suites,2026-04-14 23:22:44,132140,Aban For Hotel Suites,+966 138931111,,,,,"King Abdullah Road, Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",King Abdullah Road,Eastern Province,Saudi Arabia,Aban For Hotel Suites,,,,
accounting,https://arablocal.com/business/view/tatratec,2026-04-14 23:22:45,132140,Tatratec,+966 112393345,,,,,"Salah Al Deen Road, Riyadh, Salah Al Deen Road, Riyadh, Riyadh Province, Saudi Arabia",Salah Al Deen Road,Riyadh Province,Saudi Arabia,,,,,
accomodation,https://arablocal.com/business/view/aaali-suites-hotel,2026-04-14 23:22:46,132140,Aaali Suites Hotel,+966 138966661,,,,,"Prince Hamoud Street, Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Prince Hamoud Street,Eastern Province,Saudi Arabia,Aaali Suites Hotel,,,,
accounting,https://arablocal.com/business/view/business-solutions-est,2026-04-14 23:22:47,132140,Business Solutions Est.,+966 502154911,,,,,"Exit 08, Dammam Road , Al Rowdah Dist., Riyadh, Al Rowdah Dist., Riyadh, Riyadh Province, Saudi Arabia",Exit 08,Riyadh Province,Saudi Arabia,Business Solutions Est.,,,,
acoustical-consultants,https://arablocal.com/business/view/abu-moammar-trading-est,2026-04-14 23:22:47,132140,Abu Moammar Trading Est.,+966 126470008,,,,,"Mujammah, Jeddah, Mujammah, Jeddah, Makkah Province, Saudi Arabia",Mujammah,Makkah Province,Saudi Arabia,Abu Moammar Trading Est.,,,,
accessory,https://arablocal.com/business/view/alfursan-center,2026-04-14 23:22:47,132140,Alfursan Center,+966 6215677,,,,,"P.O. Box: 33630 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 33630,Makkah Province,Saudi Arabia,"AL-FURSAN CENTER is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,,
accounting,https://arablocal.com/business/view/al-walan-technology-khamis-mushait,2026-04-14 23:22:48,132140,Al Walan Technology Khamis Mushait,+966 558454781,+966 172228622,,,,"King Fahad Road, Khamis Mushait, King Fahad Road, Khamis Mushait, Asir Province, Saudi Arabia",King Fahad Road,Asir Province,Saudi Arabia,Al Walan Technology Khamis Mushait,,,,
accomodation,https://arablocal.com/business/view/al-kenana-houses-factory-for-protected-houses,2026-04-14 23:22:49,132140,Al Kenana Houses Factory for Protected Houses,+966 118100226,,,,,"Al Mashael Dist., Riyadh, Al Mashael Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Mashael Dist.,Riyadh Province,Saudi Arabia,Al Kenana Houses Factory for Protected Houses,,,,
acoustical-consultants,https://arablocal.com/business/view/alwav-alyamama-co-for-tradlng,2026-04-14 23:22:49,132140,ALwav Alyamama Co.for Tradlng,+966 134026688,,,,,"Street eighteenth, Dammam, Dammam, Dammam, Eastern Province, Saudi Arabia",Street eighteenth,Eastern Province,Saudi Arabia,ALwav Alyamama Co.for Tradlng,,,,
accessory,https://arablocal.com/business/view/procurein,2026-04-14 23:22:50,132140,ProcureIn,+966 567650690,,,,info@procurein.net,"1st Industrial City, Riyadh, Riyadh Province, Saudi Arabia",1st Industrial City,Riyadh Province,Saudi Arabia,"ProcureIn is a platform created by a team with over 40 years of collective experience in various fields including management, operations, IT, and strategy. Our goal is to assist small and medium-sized enterprises (SMEs) with their daily purchasing needs, particularly those related to reactive purchases. ProcureIn helps SMEs to minimize procurement costs by eliminating the need for in-person purchasing and reducing the risk of fraud and theft. We are not an enterprise resource planning (ERP) s...",http://www.procurein.net,,,
accomodation,https://arablocal.com/business/view/salim-hassan-al-shaqra-portables-factory,2026-04-14 23:22:50,132140,Salim Hassan Al Shaqra Portables Factory,+966 138178655,,,,,"Abo Hadryha Road, Dammam, Abo Hadryha Road, Dammam, Eastern Province, Saudi Arabia",Abo Hadryha Road,Eastern Province,Saudi Arabia,Salim Hassan Al Shaqra Portables Factory,,,,
accounting,https://arablocal.com/business/view/electronic-solutions-house,2026-04-14 23:22:51,132140,Electronic Solutions House,+966 112886800,,,,,"Al Dabab St., Riyadh, Al Dabab St., Riyadh, Riyadh Province, Saudi Arabia",Al Dabab St.,Riyadh Province,Saudi Arabia,Electronic Solutions House,,,,
accessory,https://arablocal.com/business/view/ali-abdul-rahman-alamoodi-trading-est,2026-04-14 23:22:52,132140,Ali Abdul Rahman Alamoodi Trading Est,+966 6474185,,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"ALI ABDUL RAHMAN AL-AMOODI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,,
accounting,https://arablocal.com/business/view/price-waterhouse-coopers,2026-04-14 23:22:52,132140,Price waterhouse Coopers,+966 126104400,,,,,"Tahlyah St., Jeddah, Tahlyah St., Jeddah, Makkah Province, Saudi Arabia",Tahlyah St.,Makkah Province,Saudi Arabia,Price waterhouse Coopers,,,,
accessory,https://arablocal.com/business/view/amira-exhibition,2026-04-14 23:22:53,132140,Amira Exhibition,+966 14644355,,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"AMIRA EXHIBITION is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,,
accomodation,https://arablocal.com/business/view/fajer-al-khobar-furnished-suites,2026-04-14 23:22:54,132140,Fajer Al Khobar Furnished Suites,+966 138990064,,,,,"Street 3, Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Street 3,Eastern Province,Saudi Arabia,Fajer Al Khobar Furnished Suites,,,,
acoustical-consultants,https://arablocal.com/business/view/rolaco-arabian-for-sounds-and-lights-riyadh,2026-04-14 23:22:54,132140,Rolaco Arabian For Sounds And Lights Riyadh,+966 114535313,,,,infoRASL@rolaco.com.sa,"Mecca Road, Rabwa Dist., Riyadh, Rabwa Dist., Riyadh, Riyadh Province, Saudi Arabia",Mecca Road,Riyadh Province,Saudi Arabia,Rolaco Arabian For Sounds And Lights Riyadh,http://www.rolaco.com.sa/en/content/material,,,
accessory,https://arablocal.com/business/view/alhama-for-development-commercial-agencies-co-ltd,2026-04-14 23:22:54,132140,Alhama For Development Commercial Agencies Co Ltd,+966 6671676,,,,,"P.O. Box: 16201 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16201,Makkah Province,Saudi Arabia,"AL-HAMA FOR PORDEVELOPMENT COMMERCIAL AGENCIES CO.LTD. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,,
accomodation,https://arablocal.com/business/view/address-hotel,2026-04-14 23:22:54,132140,Address Hotel,+966 163241442,,,,,"Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Buraida,Qassim Province,Saudi Arabia,Address Hotel,,,,
accessory,https://arablocal.com/business/view/alyagoot-trading-est,2026-04-14 23:22:55,132140,Alyagoot Trading Est,+966 6316644,,,,,"P.O. Box: 30289 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30289,Makkah Province,Saudi Arabia,"AL-YAGOOT TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,,
accomodation,https://arablocal.com/business/view/malfa-flats-and-hotel-suites-al-aqrabiyah-al-khobar,2026-04-14 23:22:56,132140,Malfa Flats And Hotel Suites Al Aqrabiyah al Khobar,+966 138892812,,,,,"Olaya Street, Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Olaya Street,Eastern Province,Saudi Arabia,Malfa Flats And Hotel Suites Al Aqrabiyah al Khobar,,,,
accomodation,https://arablocal.com/business/view/business-development-group,2026-04-14 23:22:56,132140,Business Development Group,+966 505888121,+966 138509506,,,,"Jubail Street - Opp. to Prince Nayef City, Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail Street - Opp. to Prince Nayef City,Eastern Province,Saudi Arabia,Business Development Group,,,,
accessory,https://arablocal.com/business/view/bin-talib-trading-est,2026-04-14 23:22:57,132140,Bin Talib Trading Est,+966 6492318,,,,,"P.O. Box: 11280 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11280,Makkah Province,Saudi Arabia,"BIN TALIB TRDG. EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,,
accessory,https://arablocal.com/business/view/blue-line-trading-est,2026-04-14 23:22:57,132140,Blue Line Trading Est,+966 26985707,,,,,"Salama Dist., Jeddah, Makkah Province, Saudi Arabia",Salama Dist.,Makkah Province,Saudi Arabia,"Blue Line Trading Est. is located in Jeddah, Saudi Arabia. Company is working in Gifts, Accessories business activities.",,,,
acoustical-consultants,https://arablocal.com/business/view/rio-trading-and-contracting,2026-04-14 23:22:58,132140,Rio Trading and Contracting,+966 122602605,,,,,"Abdullah Sulaiman Street, Al Faiha'a Dist., Jeddah, Al Faiha'a Dist., Jeddah, Makkah Province, Saudi Arabia",Abdullah Sulaiman Street,Makkah Province,Saudi Arabia,Rio Trading and Contracting,,,,
accounting,https://arablocal.com/business/view/oboud-abubakr-baeshen-and-co,2026-04-14 23:22:59,132140,Oboud Abubakr Baeshen And Co.,+966 126510001,,,,info@oboud-baeshen.com.sa,"Hael Street Intersection King Abdullah Street, Rouwais Dist., Jeddah, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Hael Street Intersection King Abdullah Street,Makkah Province,Saudi Arabia,"We have a special understanding of the issues that entrepreneur face, which makes us an integral part of our clients’ advisory teams. Our unique blend of local ownership and experienced professionals provides our clients with a responsive and creative resource to help keep them at the forefront of their industry. . You will find that all our clients, whether large or small, established or just starting, all benefit from our friendly, competitively priced, specialized services. These include e...",http://oboud-baeshen.com.sa/,,,
acoustical-consultants,https://arablocal.com/business/view/al-darh-engineering-architecture-office,2026-04-14 23:23:00,132140,Al Darh Engineering Architecture Office,+966 112827272,,,,,"Al Quds Dist., Riyadh, Al Quds Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Quds Dist.,Riyadh Province,Saudi Arabia,Al Darh Engineering Architecture Office,,,,
accessory,https://arablocal.com/business/view/algazzaz-trading-and-contracting-est,2026-04-14 23:23:00,132140,Algazzaz Trading And Contracting Est,+966 6444215,,,,,"P.O. Box: 3100 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3100,Makkah Province,Saudi Arabia,"AL-GAZZAZ TRADING AND CONTRACTING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,,
accounting,https://arablocal.com/business/view/dafater,2026-04-14 23:23:01,132140,Dafater,+966 920008996,,,,,"6875 Sheikh Hassan bin Hussein bin Ali - Ishbiliyah district, Riyadh 13225 - 2502, Kingdom of Saudi Arabia, Ishbiliyah, Riyadh, Riyadh Province, Saudi Arabia",6875 Sheikh Hassan bin Hussein bin Ali - Ishbiliyah district,Riyadh Province,Saudi Arabia,"Dafater is an innovative managed SaaS Company that provides e-business solutions. Dafater serves the MENA SME market with a feature rich, fully integrated ERP suite of administrative and financial applications. The company provides service plans that SMEs can subscribe to for very affordable prices. In Saudi, Dafater as a platform is integrated with the banking system, for receivables management, as well as Muqeem Portal. Dafater is a registered trade mark for BusinessClouds in Saudi as well ...",https://dafater.sa/,,,
accomodation,https://arablocal.com/business/view/happy-homes-chalets,2026-04-14 23:23:01,132140,Happy Homes Chalets,+966 143574664,,,,,"Yanbu Al Bahar, Yanbu, Yanbu Al Bahar, Yanbu, Madinah Province, Saudi Arabia",Yanbu Al Bahar,Madinah Province,Saudi Arabia,Happy Homes Chalets,,,,
acoustical-consultants,https://arablocal.com/business/view/rolaco-arabian-for-sounds-and-lights-jeddah,2026-04-14 23:23:03,132140,Rolaco Arabian For Sounds And Lights Jeddah,+966 126646024,,,,infoRASL@rolaco.com.sa,"Aziziyah Dist., Jeddah, Aziziyah Dist., Jeddah, Makkah Province, Saudi Arabia",Aziziyah Dist.,Makkah Province,Saudi Arabia,Rolaco Arabian For Sounds And Lights Jeddah,http://www.rolaco.com.sa/en/content/material,,,
accounting,https://arablocal.com/business/view/lawyer-mohammed-bin-abdulrahman-heads-the-lawyer-legitimate-and-legal-adviser,2026-04-14 23:23:03,132140,Lawyer Mohammed bin Abdulrahman heads the lawyer legitimate And legal adviser,+966 148370505,,,,,"Second Ring, Al Madinah Al Munawarah, Second Ring, Al Madinah Al Munawarah, Madinah Province, Saudi Arabia",Second Ring,Madinah Province,Saudi Arabia,Lawyer Mohammed bin Abdulrahman heads the lawyer legitimate And legal adviser,,,,
acoustical-consultants,https://arablocal.com/business/view/adwa-media,2026-04-14 23:23:04,132140,Adwa Media,+966 126711031,,,,,"Mushrifah Dist., Jeddah, Mushrifah Dist., Jeddah, Makkah Province, Saudi Arabia",Mushrifah Dist.,Makkah Province,Saudi Arabia,,,,,
accessory,https://arablocal.com/business/view/alrashedi-showroom-for-ready-made-clothes,2026-04-14 23:23:04,132140,Alrashedi Showroom For Ready Made Clothes,+966 6430296,,,,,"P.O. Box: 24370 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 24370,Makkah Province,Saudi Arabia,"AL-RASHEDI SHOWROOM FOR READY MADE CLOTHS is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,,
accomodation,https://arablocal.com/business/view/aika-hotel-management-est,2026-04-14 23:23:05,132140,Aika Hotel Management Est.,+966 541466035,+966 148392205,,,,"Prince Mohammad Bin Abdulaziz Street, Harra Sharqiya, Al Madinah Al Munawarah, Harra Sharqiya, Al Madinah Al Munawarah, Madinah Province, Saudi Arabia",Prince Mohammad Bin Abdulaziz Street,Madinah Province,Saudi Arabia,Aika Hotel Management Est.,,,,
accounting,https://arablocal.com/business/view/abu-ghazalh-co,2026-04-14 23:23:06,132140,Abu Ghazalh Co.,+966 114657658,,,,,"Ulaya Dist., Riyadh, Ulaya Dist., Riyadh, Riyadh Province, Saudi Arabia",Ulaya Dist.,Riyadh Province,Saudi Arabia,Abu Ghazalh Co.,,,,
acoustical-consultants,https://arablocal.com/business/view/abdullah-al-mzrou-trading-est,2026-04-14 23:23:06,132140,Abdullah Al Mzrou Trading Est.,,,,,,"King Saud Street -Cross 3/4, Khobar North, Al Khobar, Khobar North, Al Khobar, Eastern Province, Saudi Arabia",King Saud Street -Cross 3/4,Eastern Province,Saudi Arabia,Abdullah Al Mzrou Trading Est.,,,,
accessory,https://arablocal.com/business/view/arabian-shoes-showroom,2026-04-14 23:23:06,132140,Arabian Shoes Showroom,+966 6425863,,,,,"P.O. Box: 18997 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 18997,Makkah Province,Saudi Arabia,"ARABIAN SHOES SHOWROOM is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,,
accessory,https://arablocal.com/business/view/alwan-store-jeddah,2026-04-14 23:23:07,132140,Alwan Store Jeddah,+966 26234786,,,,,"Jawharah Dist., Jeddah, Makkah Province, Saudi Arabia",Jawharah Dist.,Makkah Province,Saudi Arabia,"Alwan Store is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing, Kids Shoes business activities.",,,,
accounting,https://arablocal.com/business/view/elixir-management-consultancy,2026-04-14 23:23:07,132140,Elixir Management Consultancy,+966 122631720,,,,,"Office 6, 2nd Floor, Elegant Home, Prince Saud Al Faisal St., Al Rowdha St., Jeddah, Al Rowdha St., Jeddah, Makkah Province, Saudi Arabia",Office 6,Makkah Province,Saudi Arabia,Elixir Management Consultancy,,,,
acoustical-consultants,https://arablocal.com/business/view/arnn-eng-consultant-najran,2026-04-14 23:23:08,132140,Arnn Eng Consultant Najran,+966 175232000,,,,,"Faisaliyah Dist., Najran, Faisaliyah Dist., Najran, Najran Province, Saudi Arabia",Faisaliyah Dist.,Najran Province,Saudi Arabia,Arnn Eng Consultant Najran,,,,
accessory,https://arablocal.com/business/view/bondstrand-ltd,2026-04-14 23:23:08,132140,Bondstrand Ltd,+966 38471500,,,,,"P.O.Box 589; 31421 , Dammam, Eastern Province, Saudi Arabia",P.O.Box 589; 31421,Eastern Province,Saudi Arabia,"BONDSTRAND LTD is located in Dammam, Saudi Arabia. Company is working in Clothing and Accessories, Textile business activities. Visit our company website for more information about us : http://amiantit.com",,,,
accomodation,https://arablocal.com/business/view/abdullah-azzam-al-rewaili-works-factory,2026-04-14 23:23:09,132140,Abdullah Azzam Al Rewaili Works Factory,+966 114951381,,,,,"Old Industrial, Riyadh, Old Industrial, Riyadh, Riyadh Province, Saudi Arabia",Old Industrial,Riyadh Province,Saudi Arabia,Abdullah Azzam Al Rewaili Works Factory,,,,
acoustical-consultants,https://arablocal.com/business/view/waleed-a-rajab-sons-co-for-trading-asir,2026-04-14 23:23:10,132140,Waleed A. Rajab Sons Co. For Trading Asir,+966 506200346,+966 172377641,,,,"Khamis Mushait, Asir, Khamis Mushait, Asir, Asir Province, Saudi Arabia",Khamis Mushait,Asir Province,Saudi Arabia,Waleed A. Rajab Sons Co. For Trading Asir,,,,
