Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Governorate,Country,About,Website,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
accomodation,Al Sultan Dammam,+966 138159999,,,,"Dammam Jubail Highway, Al Waha Dist., Dammam, Al Waha Dist., Dammam, Eastern Province, Saudi Arabia",Dammam Jubail Highway,Eastern Province,Saudi Arabia,Al Sultan Dammam,,,https://arablocal.com/business/view/al-sultan-dammam,,,,,
accessory,Alsawani Group Branch,+966 6912612,,,,"P.O. Box: 6411 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 6411,Makkah Province,Saudi Arabia,"AL-SAWANI GROUP (BRANCH) is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alsawani-group-branch,,,,,
accomodation,Address Tower Hotel,+966 133621002,,,,"Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail,Eastern Province,Saudi Arabia,Address Tower Hotel,,,https://arablocal.com/business/view/address-tower-hotel,,,,,
accomodation,PORTABLE HOUSE FACTORY,+966 540009766,+966 138300571,,,"Safwa, Ras Tanurah, Safwa, Ras Tanurah, Eastern Province, Saudi Arabia",Safwa,Eastern Province,Saudi Arabia,PORTABLE HOUSE FACTORY,,,https://arablocal.com/business/view/portable-house-factory,,,,,
accomodation,Hassan Darian Factory For Prefab House Quwaiza Quarter Jeddah,+966 126246031,,,,"Quwaiza Quarter, Jeddah, Quwaiza Quarter, Jeddah, Makkah Province, Saudi Arabia",Quwaiza Quarter,Makkah Province,Saudi Arabia,"Manufacturing of prefabricated houses (workers' housing, offices). We have several designs according to finishes & possibility of insurance inside & outside the Kingdom. Renting heavy equipment,",,,https://arablocal.com/business/view/hassan-darian-factory-for-prefab-house-quwaiza-quarter-jeddah,,,,,
accomodation,Bader Trading Est. For Ready Made Houses,+966 565712624,+966 126832245,,,"Sari Street, Rabwa Dist., Jeddah, Rabwa Dist., Jeddah, Makkah Province, Saudi Arabia",Sari Street,Makkah Province,Saudi Arabia,Bader Trading Est. For Ready Made Houses,,,https://arablocal.com/business/view/bader-trading-est-for-ready-made-houses,,,,,
accomodation,Al Hout Al Khaliji Portables Factory,+966 138375171,,,,"Abo Hadryha Road, Dammam, Abo Hadryha Road, Dammam, Eastern Province, Saudi Arabia",Abo Hadryha Road,Eastern Province,Saudi Arabia,Al Hout Al Khaliji Portables Factory,,,https://arablocal.com/business/view/al-hout-al-khaliji-portables-factory,,,,,
accomodation,Red Sea Housing Services Company Jubail,+966 133614490,,,,"Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail,Eastern Province,Saudi Arabia,Red Sea Housing Services Company Jubail,,,https://arablocal.com/business/view/red-sea-housing-services-company-jubail,,,,,
accomodation,Usaimi factory for Caravan Mobile Homes,+966 507514767,,,,"Al Sulay Dist., Riyadh, Al Sulay Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Sulay Dist.,Riyadh Province,Saudi Arabia,Usaimi factory for Caravan Mobile Homes,,,https://arablocal.com/business/view/usaimi-factory-for-caravan-mobile-homes,,,,,
accomodation,Khalid M. Al Dagoor Est. for General Contracting,+966 544665658,,,,"Al Rawabei Dist., Riyadh, Al Rawabei Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Rawabei Dist.,Riyadh Province,Saudi Arabia,"Khaled Mohammed Al - Dagoor Khalid Al-Daqour Establishment is one of the leading companies in the field of metal constructions in the Kingdom of Saudi Arabia. Al-Dakoor Contracting Company started its operations in 1976 and gained a distinguished reputation in the implementation of contracting at the level of high technology. Such as offices of the site and accommodation camp for construction companies and buildings of schools, hospitals, villas, mosques, ablution, security and laundry cabin,...",,,https://arablocal.com/business/view/khalid-m-al-dagoor-est-for-general-contracting,,,,,
accomodation,Abu Khamis Caravans Factory,+966 112421898,,,,"Exit 17, Al Sulay Dist., Riyadh, Al Sulay Dist., Riyadh, Riyadh Province, Saudi Arabia",Exit 17,Riyadh Province,Saudi Arabia,Abu Khamis Caravans Factory,,,https://arablocal.com/business/view/abu-khamis-caravans-factory,,,,,
accounting,ADAM INNOVATIONS,+966 565714701,,,info@adaminnovations.in,"Musaffah Industrial m11 Abu Dhabi, Al Bawadei Dist., Jeddah, Makkah Province, Saudi Arabia",Musaffah Industrial m11 Abu Dhabi,Makkah Province,Saudi Arabia,Adam Innovations proffer you a superior creative blender of digital marketing solutions that oversee your business in the digital space. It bestows us the responsibility of your brand's Digital Marketing and witnesses the clear uptick in your popularity & business.,http://www.adaminnovations.in,,https://arablocal.com/business/view/adam-innovations,https://www.facebook.com/adaminnovations.in/,,https://www.linkedin.com/company/64250468,https://twitter.com/AdamInnovations,https://www.youtube.com/channel/UCSruSBgMp0IbWa6-QNAVb5g
accounting,Al Wallan For Technology,+966 163233434,,,,"Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Buraida,Qassim Province,Saudi Arabia,Al Wallan For Technology,,,https://arablocal.com/business/view/al-wallan-for-technology,,,,,
accounting,BMG Financial Group,+966 126681777,,,,"5th Floor, Al Mukmal Plaza, Palestine Street, Al Hamrah Dist, Jeddah, Al Hamrah Dist, Jeddah, Makkah Province, Saudi Arabia",5th Floor,Makkah Province,Saudi Arabia,BMG Financial Group,,,https://arablocal.com/business/view/bmg-financial-group,,,,,
accounting,Al Ghanim Certified Public Accountants,+966 138098386,,,,"Bank Al Bilad Building, Corniche, Dammam, Corniche, Dammam, Eastern Province, Saudi Arabia",Bank Al Bilad Building,Eastern Province,Saudi Arabia,Al Ghanim Certified Public Accountants,,,https://arablocal.com/business/view/al-ghanim-certified-public-accountants,,,,,
accounting,GAUGE Professional Co,+966 555821369,,,,"Riyadh City, Riyadh, Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,GAUGE Professional Co,,,https://arablocal.com/business/view/gauge-professional-co,,,,,
accessory,Bakraman Trading Est,+966 26483650,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"BAKRAMAN TRADING EST is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/bakraman-trading-est,,,,,
accomodation,Aban For Hotel Suites,+966 138931111,,,,"King Abdullah Road, Jawhrah Dist., Al Khobar, Jawhrah Dist., Al Khobar, Eastern Province, Saudi Arabia",King Abdullah Road,Eastern Province,Saudi Arabia,Aban For Hotel Suites,,,https://arablocal.com/business/view/aban-for-hotel-suites,,,,,
accounting,Tatratec,+966 112393345,,,,"Salah Al Deen Road, Riyadh, Salah Al Deen Road, Riyadh, Riyadh Province, Saudi Arabia",Salah Al Deen Road,Riyadh Province,Saudi Arabia,,,,https://arablocal.com/business/view/tatratec,,,,,
accomodation,Aaali Suites Hotel,+966 138966661,,,,"Prince Hamoud Street, Khobar, Al Khobar, Khobar, Al Khobar, Eastern Province, Saudi Arabia",Prince Hamoud Street,Eastern Province,Saudi Arabia,Aaali Suites Hotel,,,https://arablocal.com/business/view/aaali-suites-hotel,,,,,
accounting,Business Solutions Est.,+966 502154911,,,,"Exit 08, Dammam Road , Al Rowdah Dist., Riyadh, Al Rowdah Dist., Riyadh, Riyadh Province, Saudi Arabia",Exit 08,Riyadh Province,Saudi Arabia,Business Solutions Est.,,,https://arablocal.com/business/view/business-solutions-est,,,,,
acoustical-consultants,Abu Moammar Trading Est.,+966 126470008,,,,"Mujammah, Jeddah, Mujammah, Jeddah, Makkah Province, Saudi Arabia",Mujammah,Makkah Province,Saudi Arabia,Abu Moammar Trading Est.,,,https://arablocal.com/business/view/abu-moammar-trading-est,,,,,
accessory,Alfursan Center,+966 6215677,,,,"P.O. Box: 33630 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 33630,Makkah Province,Saudi Arabia,"AL-FURSAN CENTER is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alfursan-center,,,,,
accounting,Al Walan Technology Khamis Mushait,+966 558454781,+966 172228622,,,"King Fahad Road, Khamis Mushait, King Fahad Road, Khamis Mushait, Asir Province, Saudi Arabia",King Fahad Road,Asir Province,Saudi Arabia,Al Walan Technology Khamis Mushait,,,https://arablocal.com/business/view/al-walan-technology-khamis-mushait,,,,,
accomodation,Al Kenana Houses Factory for Protected Houses,+966 118100226,,,,"Al Mashael Dist., Riyadh, Al Mashael Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Mashael Dist.,Riyadh Province,Saudi Arabia,Al Kenana Houses Factory for Protected Houses,,,https://arablocal.com/business/view/al-kenana-houses-factory-for-protected-houses,,,,,
acoustical-consultants,ALwav Alyamama Co.for Tradlng,+966 134026688,,,,"Street eighteenth, Dammam, Dammam, Dammam, Eastern Province, Saudi Arabia",Street eighteenth,Eastern Province,Saudi Arabia,ALwav Alyamama Co.for Tradlng,,,https://arablocal.com/business/view/alwav-alyamama-co-for-tradlng,,,,,
accessory,ProcureIn,+966 567650690,,,info@procurein.net,"1st Industrial City, Riyadh, Riyadh Province, Saudi Arabia",1st Industrial City,Riyadh Province,Saudi Arabia,"ProcureIn is a platform created by a team with over 40 years of collective experience in various fields including management, operations, IT, and strategy. Our goal is to assist small and medium-sized enterprises (SMEs) with their daily purchasing needs, particularly those related to reactive purchases. ProcureIn helps SMEs to minimize procurement costs by eliminating the need for in-person purchasing and reducing the risk of fraud and theft. We are not an enterprise resource planning (ERP) s...",http://www.procurein.net,,https://arablocal.com/business/view/procurein,,https://www.instagram.com/procurein,https://www.linkedin.com/company/82615594,https://twitter.com/ProcureInNet,https://www.youtube.com/channel/UC1UsRZsQx4Q8kEdssbdy-VQ
accomodation,Salim Hassan Al Shaqra Portables Factory,+966 138178655,,,,"Abo Hadryha Road, Dammam, Abo Hadryha Road, Dammam, Eastern Province, Saudi Arabia",Abo Hadryha Road,Eastern Province,Saudi Arabia,Salim Hassan Al Shaqra Portables Factory,,,https://arablocal.com/business/view/salim-hassan-al-shaqra-portables-factory,,,,,
accounting,Electronic Solutions House,+966 112886800,,,,"Al Dabab St., Riyadh, Al Dabab St., Riyadh, Riyadh Province, Saudi Arabia",Al Dabab St.,Riyadh Province,Saudi Arabia,Electronic Solutions House,,,https://arablocal.com/business/view/electronic-solutions-house,,,,,
accessory,Ali Abdul Rahman Alamoodi Trading Est,+966 6474185,,,,"Jeddah, Makkah Province, Saudi Arabia",Jeddah,Makkah Province,Saudi Arabia,"ALI ABDUL RAHMAN AL-AMOODI TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/ali-abdul-rahman-alamoodi-trading-est,,,,,
accounting,Price waterhouse Coopers,+966 126104400,,,,"Tahlyah St., Jeddah, Tahlyah St., Jeddah, Makkah Province, Saudi Arabia",Tahlyah St.,Makkah Province,Saudi Arabia,Price waterhouse Coopers,,,https://arablocal.com/business/view/price-waterhouse-coopers,,,,,
accessory,Amira Exhibition,+966 14644355,,,,"Riyadh City, Riyadh, Riyadh Province, Saudi Arabia",Riyadh City,Riyadh Province,Saudi Arabia,"AMIRA EXHIBITION is located in Riyadh, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/amira-exhibition,,,,,
accomodation,Fajer Al Khobar Furnished Suites,+966 138990064,,,,"Street 3, Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Street 3,Eastern Province,Saudi Arabia,Fajer Al Khobar Furnished Suites,,,https://arablocal.com/business/view/fajer-al-khobar-furnished-suites,,,,,
acoustical-consultants,Rolaco Arabian For Sounds And Lights Riyadh,+966 114535313,,,infoRASL@rolaco.com.sa,"Mecca Road, Rabwa Dist., Riyadh, Rabwa Dist., Riyadh, Riyadh Province, Saudi Arabia",Mecca Road,Riyadh Province,Saudi Arabia,Rolaco Arabian For Sounds And Lights Riyadh,http://www.rolaco.com.sa/en/content/material,,https://arablocal.com/business/view/rolaco-arabian-for-sounds-and-lights-riyadh,,,,,
accessory,Alhama For Development Commercial Agencies Co Ltd,+966 6671676,,,,"P.O. Box: 16201 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 16201,Makkah Province,Saudi Arabia,"AL-HAMA FOR PORDEVELOPMENT COMMERCIAL AGENCIES CO.LTD. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/alhama-for-development-commercial-agencies-co-ltd,,,,,
accomodation,Address Hotel,+966 163241442,,,,"Buraida, Qassim, Buraida, Qassim, Qassim Province, Saudi Arabia",Buraida,Qassim Province,Saudi Arabia,Address Hotel,,,https://arablocal.com/business/view/address-hotel,,,,,
accessory,Alyagoot Trading Est,+966 6316644,,,,"P.O. Box: 30289 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 30289,Makkah Province,Saudi Arabia,"AL-YAGOOT TRADING EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Shoes business activities.",,,https://arablocal.com/business/view/alyagoot-trading-est,,,,,
accomodation,Malfa Flats And Hotel Suites Al Aqrabiyah al Khobar,+966 138892812,,,,"Olaya Street, Al Aqrabiyah Dist, Al Khobar, Al Aqrabiyah Dist, Al Khobar, Eastern Province, Saudi Arabia",Olaya Street,Eastern Province,Saudi Arabia,Malfa Flats And Hotel Suites Al Aqrabiyah al Khobar,,,https://arablocal.com/business/view/malfa-flats-and-hotel-suites-al-aqrabiyah-al-khobar,,,,,
accomodation,Business Development Group,+966 505888121,+966 138509506,,,"Jubail Street - Opp. to Prince Nayef City, Jubail, Jubail, Jubail, Eastern Province, Saudi Arabia",Jubail Street - Opp. to Prince Nayef City,Eastern Province,Saudi Arabia,Business Development Group,,,https://arablocal.com/business/view/business-development-group,,,,,
accessory,Bin Talib Trading Est,+966 6492318,,,,"P.O. Box: 11280 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 11280,Makkah Province,Saudi Arabia,"BIN TALIB TRDG. EST. is located in Jeddah, Saudi Arabia. Company is working in Clothing and Accessories, Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/bin-talib-trading-est,,,,,
accessory,Blue Line Trading Est,+966 26985707,,,,"Salama Dist., Jeddah, Makkah Province, Saudi Arabia",Salama Dist.,Makkah Province,Saudi Arabia,"Blue Line Trading Est. is located in Jeddah, Saudi Arabia. Company is working in Gifts, Accessories business activities.",,,https://arablocal.com/business/view/blue-line-trading-est,,,,,
acoustical-consultants,Rio Trading and Contracting,+966 122602605,,,,"Abdullah Sulaiman Street, Al Faiha'a Dist., Jeddah, Al Faiha'a Dist., Jeddah, Makkah Province, Saudi Arabia",Abdullah Sulaiman Street,Makkah Province,Saudi Arabia,Rio Trading and Contracting,,,https://arablocal.com/business/view/rio-trading-and-contracting,,,,,
accounting,Oboud Abubakr Baeshen And Co.,+966 126510001,,,info@oboud-baeshen.com.sa,"Hael Street Intersection King Abdullah Street, Rouwais Dist., Jeddah, Rouwais Dist., Jeddah, Makkah Province, Saudi Arabia",Hael Street Intersection King Abdullah Street,Makkah Province,Saudi Arabia,"We have a special understanding of the issues that entrepreneur face, which makes us an integral part of our clients’ advisory teams. Our unique blend of local ownership and experienced professionals provides our clients with a responsive and creative resource to help keep them at the forefront of their industry. . You will find that all our clients, whether large or small, established or just starting, all benefit from our friendly, competitively priced, specialized services. These include e...",http://oboud-baeshen.com.sa/,,https://arablocal.com/business/view/oboud-abubakr-baeshen-and-co,,,,,
acoustical-consultants,Al Darh Engineering Architecture Office,+966 112827272,,,,"Al Quds Dist., Riyadh, Al Quds Dist., Riyadh, Riyadh Province, Saudi Arabia",Al Quds Dist.,Riyadh Province,Saudi Arabia,Al Darh Engineering Architecture Office,,,https://arablocal.com/business/view/al-darh-engineering-architecture-office,,,,,
accessory,Algazzaz Trading And Contracting Est,+966 6444215,,,,"P.O. Box: 3100 , Jeddah, Makkah Province, Saudi Arabia",P.O. Box: 3100,Makkah Province,Saudi Arabia,"AL-GAZZAZ TRADING AND CONTRACTING EST. is located in Jeddah, Saudi Arabia. Company is working in Kids, Baby Clothing, Kids Clothing business activities.",,,https://arablocal.com/business/view/algazzaz-trading-and-contracting-est,,,,,
