Category,Name,Phone_1,Phone_2,Phone_3,Email,Location,Area,Country,About,Website,Rating,Views,Fax,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
hospitals-%26-clinics,Community Dental Centre,+968 22833370,+968 22 833370,,communitydental50@gmail.com,18 November Street Villa number 13 AA,Muscat,Oman,"We are a unique dental center with highly experienced doctors with over 25 years in the field of dentistry. We don’t just treat the symptoms, we diagnose and treat the cause.18 November Street Villa number 13 AA Muscat, Oman113https://www.communitydental.om+968 22 833370info@communitydental.om",http://www.communitydental.om,0,3313,,https://oman.arablocal.com/business/view/community-dental-centre,https://www.facebook.com/communitydentalcentre,https://www.instagram.com/community_dental_centr,,https://twitter.com/community_denta,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/dhofar-international-medical-center-llc,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/oman-gulf-clinic,,,,,
hospitals-%26-clinics,Masirah Medical Complex,+968 25544033,,,dentalclinic@gmail.com,Area :,Sur,Oman,Masirah Medical Complex,,0,2838,,https://oman.arablocal.com/business/view/masirah-medical-complex,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/abu-al-dahab-clinic-llc,,,,,
hospitals-%26-clinics,Afnan Dental Clinic,+968 24797303,,,raoof19rr@gmail.com,"Opp Kamji , Nr Oman House Muttrah -",Hay Al Mina Jibroo,Oman,Afnan Dental Clinic,,0,2495,,https://oman.arablocal.com/business/view/afnan-dental-clinic,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-ahli-clinic,,,,,
hospitals-%26-clinics,Hatat Polyclinic LLC,+968 24563641,,,hpllc@omantel.net.om,"Hatat House, Bldg -B, Ground Fr Wadi Adai -",Ruwi,Oman,Hatat Polyclinic LLC,,,2550,,https://oman.arablocal.com/business/view/hatat-polyclinic-llc,,,,,
hospitals-%26-clinics,Al Raazi Medical Group,+968 23202770,,,jince@alraazioman.com,Near Salalah Police Station Dhofar -,Salalah,Oman,Al Raazi Medical Group,http://www.alraazioman.com,0,2372,,https://oman.arablocal.com/business/view/al-raazi-medical-group,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-raffah-hospital-llc,,,,,
hospitals-%26-clinics,Sur Private Hospital LLC,+968 25543441,,,,Area :,Sur,Oman,Sur Private Hospital LLC,,0,2308,,https://oman.arablocal.com/business/view/sur-private-hospital-llc,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/gulf-integrated-medical-services-co-llc,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-essa-dental-clinic,,,,,
hospitals-%26-clinics,German Eye And Medical Centre,+968 24693738,,,admin@germaneyecentre.com,Bhd Opera House Al Qurum -,Muscat,Oman,German Eye And Medical Centre,http://www.germaneyecentre.com,0,2213,,https://oman.arablocal.com/business/view/german-eye-and-medical-centre,,,,,
hospitals-%26-clinics,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/sadaf-oman-llc-child-dental-centre,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/rawabi-bidbid-trade-and-con-llc,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-hassan-switchgear-manufacturing-company-llc,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/majees-lighting-industries-llc,,,,,
electrical,Electro Mechanical Services LLC,+968 24596686,,,info@emsmuscat.com,Near Oman Internationl Group Galah -,Ruwi,Oman,Electro Mechanical Services LLC,http://www.emsmuscat.com,0,1992,,https://oman.arablocal.com/business/view/electro-mechanical-services-llc,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-jood-trade-cont,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-dastoor-cont-and-trade-llc,,,,,
electrical,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/premier-trading-company-llc,,,,,
electrical,Al Mansoor International Co LLC,+968 24481024,,,aziza@amioman.com,Al Murjan Bldg Al Khuwair -,Ruwi,Oman,Al Mansoor International Co LLC,,0,1926,,https://oman.arablocal.com/business/view/al-mansoor-international-co-llc,,,,,
plastics-%26-plastic-products%2Csupplies,Sun Plastic Co LLC,+968 24446415,,,hjbtest@omantel.net.om,Area :,Rusayl,Oman,Sun Plastic Co LLC,,0,1484,,https://oman.arablocal.com/business/view/sun-plastic-co-llc,,,,,
plastics-%26-plastic-products%2Csupplies,United National Factory Company Of The Fiberglass LLC,+968 99004881,+968 92670721,,unfcf006@omantel.net.om,Area :,Sohar,Oman,United National Factory Company Of The Fiberglass LLC,http://www.unfcf.com/,0,1557,,https://oman.arablocal.com/business/view/united-national-factory-company-of-the-fiberglass-llc,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/tiba-modern-llc,,,,,
plastics-%26-plastic-products%2Csupplies,Abraaj Al Jazeera Al Watanya Trading LLC,+968 94448441,+968 92735573,,,Area :,Al Buraimi,Oman,Abraaj Al Jazeera Al Watanya Trading LLC,,0,1384,,https://oman.arablocal.com/business/view/abraaj-al-jazeera-al-watanya-trading-llc,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/afaq-al-sharqia-industry-services-llc,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-maram-modern-trading-company,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/noos-al-arabiya-trading-co-llc,,,,,
plastics-%26-plastic-products%2Csupplies,Gemalto Middle East Oman Branch,+968 24510818,,,,"Oman Oasis, Oman -",Jibroo,Oman,Gemalto Middle East Oman Branch,,0,1531,,https://oman.arablocal.com/business/view/gemalto-middle-east-oman-branch,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-sharja-al-haditha-investment-company-llc,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/shamook-al-saada-trading-establishment,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/abhar-sustainable-development,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-maraam-al-hadeetha-company-for-trading,,,,,
plastics-%26-plastic-products%2Csupplies,Al Maraam Al Haditha Trading Company,+968 92546466,,,,Area :,Al Buraimi,Oman,Al Maraam Al Haditha Trading Company,,0,1263,,https://oman.arablocal.com/business/view/al-maraam-al-haditha-trading-company,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/al-ganboosi-internatioanl-llc,,,,,
plastics-%26-plastic-products%2Csupplies,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/alkhaldi-projects-and-development,,,,,
plastics-%26-plastic-products%2Csupplies,Bin Sarhan,,,,info@plasbin.com,Area :,Al Seeb,Oman,,,,1238,,https://oman.arablocal.com/business/view/bin-sarhan,,,,,
restaurants,Aladdin Restaurant LLC,+968 24799975,,,,Al Khuwair -,Ruwi,Oman,Aladdin Restaurant LLC,,0,1232,,https://oman.arablocal.com/business/view/aladdin-restaurant-llc,,,,,
restaurants,Abu Abdulaziz Al Rashdi Trade,+968 25410600,,,,Ruwi -,Nizwa,Oman,Abu Abdulaziz Al Rashdi Trade,,0,1250,,https://oman.arablocal.com/business/view/abu-abdulaziz-al-rashdi-trade,,,,,
restaurants,Al Seeb Waves Shopping Center Asso,+968 24420181,,,,Al Seeb -,Tiwi Atair,Oman,Al Seeb Waves Shopping Center Asso,,0,1242,,https://oman.arablocal.com/business/view/al-seeb-waves-shopping-center-asso,,,,,
plastics-%26-plastic-products%2Csupplies,Abu Muna Trading Center,+968 24834434,,,abumunaanand@sify.com,Ruwi -,Al Hamriyah,Oman,Abu Muna Trading Center,,0,1226,,https://oman.arablocal.com/business/view/abu-muna-trading-center,,,,,
restaurants,Al Duqm New National LLC,+968 25215121,,,abduduqum@yahoo.com,AL Duqm Al Sai Al Duqm -,Al Kamil And Al Wafi,Oman,Al Duqm New National LLC,,0,1216,,https://oman.arablocal.com/business/view/al-duqm-new-national-llc,,,,,
restaurants,Amlak Al Qurum LLC,+968 22005165,,,adill@richouxoman.com,Inside The Opera Al Qurum -,Qurum City Center,Oman,Amlak Al Qurum LLC,,0,1201,,https://oman.arablocal.com/business/view/amlak-al-qurum-llc,,,,,
restaurants,Mumtaz Mahal Restaurant LLC,+968 24605907,,,contact@mumtazmahal.net,Al Qurum Commercial Al Qurum -,Hay Al Mina Jibroo,Oman,Mumtaz Mahal Restaurant LLC,http://www.mumtazmahal.net,0,1190,,https://oman.arablocal.com/business/view/mumtaz-mahal-restaurant-llc,,,,,
restaurants,Al Reef Special Food LLC,+968 24813466,,,info@khanakhazanaoman.com,"Ruwi, Behind Pizza Hut Ruwi -",Ruwi,Oman,Al Reef Special Food LLC,http://www.khanakhazanaoman.com,0,1209,,https://oman.arablocal.com/business/view/al-reef-special-food-llc,,,,,
restaurants,Abo Salim Al Gahwari Trading,+968 26709709,,,,Bidaya - Suq Al Suwaiq -,Bidaya,Oman,Abo Salim Al Gahwari Trading,,0,1172,,https://oman.arablocal.com/business/view/abo-salim-al-gahwari-trading,,,,,
restaurants,Blue Horizon International,+968 24216943,,,aalshaikhani@gmail.com,Ghala Heights Galah -,Seeb City Center,Oman,Blue Horizon International,,0,1155,,https://oman.arablocal.com/business/view/blue-horizon-international,,,,,
restaurants,Shati Al Jubaira Trade,+968 26870018,,,hh2222hh2009@hotmail.com,Al Musana a Al Musana a -,Al Malda,Oman,Shati Al Jubaira Trade,,0,1089,,https://oman.arablocal.com/business/view/shati-al-jubaira-trade,,,,,
restaurants,Arkan International LLC,+968 24545759,,,rashidaltobi@yahoo.com,CBD Area Al Khoudh -,Al Khud,Oman,Arkan International LLC,,0,1099,,https://oman.arablocal.com/business/view/arkan-international-llc,,,,,
restaurants,Shuaa Majan National LLC,+968 26753033,,,,Sohar -,Falaj Al Qabail,Oman,Shuaa Majan National LLC,,0,1133,,https://oman.arablocal.com/business/view/shuaa-majan-national-llc,,,,,
restaurants,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/tilal-aswad-trading,,,,,
restaurants,Al Azaiba Commercial Center LLC,+968 24590650,,,saudmhal@omantel.net.om,Galah -,Azaiba,Oman,Al Azaiba Commercial Center LLC,,0,1083,,https://oman.arablocal.com/business/view/al-azaiba-commercial-center-llc,,,,,
banks,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/bank-muscat-qalat-al-awamir,,,,,
banks,arablocal.com | 520: Web server is returning an unknown error,,,,,,,Oman,,,,,,https://oman.arablocal.com/business/view/bank-muscat-ghala-branch,,,,,
banks,Oman Arab Bank Ghala Branch,+968 24754752,,,corporatebanking@oman-arabbank.com,Muscat Area,Ghallah,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1419,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-ghala-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
banks,Bank Muscat Head Office Branch,+968 24795555,,,care@bankmuscat.com,"Al Matar St.,Seeb Air Port Bridge, Muscat",Al Seeb,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1227,,https://oman.arablocal.com/business/view/bank-muscat-head-office-branch,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
banks,Oman Arab Bank Al-Ghubrah Branch,+968 24754359,,,corporatebanking@oman-arabbank.com,Muscat Area,Al Ghubra,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1094,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-alghubrah-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
banks,Bank Muscat Al Ansab,+968 24795555,,,care@bankmuscat.com,"AL-Ansab, Way 286 Al-Ansab, Muscat",Muscat,Oman,"Bank Muscat has suitable systems, procedures and recovery centres, Business Continuity Plans (BCP), which enables the continuation of normal business in case of disaster or significant disruption in the services. Customers will be notified, through the bank’s channels, in case of disruptions in our services. Also, if any branch is closed, customers will be directed to the alternative branch. All our channels are available to receive your feedback and inquiries, our customers can call our 24/7...",http://www.bankmuscat.com/en/Pages/default.aspx,,1137,,https://oman.arablocal.com/business/view/bank-muscat-al-ansab,https://www.facebook.com/bankmuscat,https://www.instagram.com/bankmuscat/,https://www.linkedin.com/company/28328/,https://www.twitter.com/bankmuscat,https://www.youtube.com/user/bankmuscat4net
banks,Oman Arab Bank Al-Musannah Branch,+968 24754397,,,corporatebanking@oman-arabbank.com,Al-Batina Area,Al Musanaa,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,0,1086,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-almusannah-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
banks,Oman Arab Bank Sur Branch,+968 24754732,,,corporatebanking@oman-arabbank.com,Al Sharqiyah Area,Sur,Oman,"Oman Arab Bank was established in 1984, following the acquisition of all Arab Bank branches in the Sultanate. In 1992, operations were expanded with the acquisition of all retail branches of Omani European Bank, with which OAB merged in 1994. Since then, we have been building on our commitment to provide our customers with a comprehensive suite of innovative retail banking, corporate and project finance, and trade finance solutions. Our aim is to pave the way for the future of banking in Oman...",http://www.oman-arabbank.com/,,1072,24754444,https://oman.arablocal.com/business/view/oman-arab-bank-sur-branch,https://www.facebook.com/OmanArabBank/,https://www.instagram.com/Oman_Arab_Bank,https://www.linkedin.com/company/omanarabbank/mycompany/,https://twitter.com/Oman_Arab_Bank,https://www.youtube.com/channel/UCzJ-gHYDMKVa74NqG3UkZow
banks,Qatar National Bank Muscat Main Branch,+968 24725445,,,,"Near Markzi Mutrah Al Tijari Street, Muscat",Muscat,Oman,"QNB was founded on 6 June 1964 as the country's first domestically-owned commercial bank. It had 35 employees in its first year and was initially headquartered in a government-owned building in Qatar's capital city, Doha.[6] The two currencies in circulation at the time were the Indian rupee and British pound. As Qatar's population continued increasing through the century, QNB started establishing branches in other parts of the country.[6] In 1974, the first branches outside of Doha were open...",http://www.qnb.com/,0,1065,,https://oman.arablocal.com/business/view/qatar-national-bank-muscat-main-branch,https://www.facebook.com/QNBGroup/,https://www.instagram.com/qnbqatar/,https://www.linkedin.com/company/qatar-national-bank-group,https://twitter.com/qnbgroup,
banks,Standard Chartered Bank,+968 24773669,,,customercare.oman@sc.com,"Super Plaza (6th floor) Building # 340,Way # 4805 Al Athaiba,Muscat",Al Athaiba,Oman,"Standard Chartered Bank Oman is a core part of Standard Chartered Group’s strategic footprint in the Middle East Region, combining international expertise and capabilities with deep-rooted local knowledge and insights to deliver award winning solutions to clients. Standard Chartered aspires to be recognized by its stakeholders as the Best International Bank, leading the way in its chosen market segments in Oman. The Bank offers a range of Products and Services in Corporate & Institutional Ban...",http://www.sc.com/om,0,1054,,https://oman.arablocal.com/business/view/standard-chartered-bank,https://www.facebook.com/standardchartered,https://www.instagram.com/stanchart/,https://www.linkedin.com/company/standardchartered/,https://www.twitter.com/stanchart,https://www.youtube.com/standardchartered
